"일련번호","기관 유형","지역 크기","정원 규모","근무형태","담당 반","현재 담당하고 있는 반별 영유아 수(현원) - 0세","현재 담당하고 있는 반별 영유아 수(현원) - 1세","현재 담당하고 있는 반별 영유아 수(현원) - 2세","현재 담당하고 있는 반별 영유아 수(현원) - 0~1세","현재 담당하고 있는 반별 영유아 수(현원) - 1~2세","현재 담당하고 있는 반별 영유아 수(현원) - 3세","현재 담당하고 있는 반별 영유아 수(현원) - 2~3세","현재 담당하고 있는 반별 영유아 수(현원) - 4세","현재 담당하고 있는 반별 영유아 수(현원) - 5세","현재 담당하고 있는 반별 영유아 수(현원) - 3~5세","현재 담당하고 있는 반별 영유아 수(현원) - 장애아반","현재 담당하고 있는 반별 영유아 수(현원) - 누리장애아반","현재 담당하고 있는 반별 영유아 수(현원) - 시간제보육","현재 담당하고 있는 반별 영유아 수(현원) - 시간연장 아침보육","현재 담당하고 있는 반별 영유아 수(현원) - 시간연장 야간보육","현재 담당하고 있는 반별 영유아 수(현원) - 기타","1일 총 근로시간(분)","하루 기준 근무시간 - 보육시간(분)","하루 기준 근무시간 - 보육준비/기타 업무(분)","1일 총 휴게시간(분)","하루 기준 근무시간 - 점심식사(분)","하루 기준 근무시간 - 휴게시간(분)","1일 총 근로시간(분)-휴게시간포함","휴게시간 1 - 휴게 시작시간(시)","휴게시간 1 - 휴게 종료시간(시)","휴게시간 2 - 휴게 시작시간(시)","휴게시간 2 - 휴게 종료시간(시)","휴게시간 3 - 휴게 시작시간(시)","휴게시간 3 - 휴게 종료시간(시)","휴게장소(복수응답1)","휴게장소(복수응답2)","휴게장소(복수응답3)","휴게장소(복수응답4)","주당 당직 근로시간(분)","주당 총 근로시간(분)","토요일 근무 여부","일요일 근무 여부","공휴일 근무 여부","토요일 근무 횟수 - 개월","토요일 근무 횟수 - 회","일요일 근무 횟수 - 개월","일요일 근무 횟수 - 회","공휴일 근무 횟수 - 개월","공휴일 근무 횟수 - 회","보육교사를 위한 별도의 편의공간 및 시설(복수응답1)","보육교사를 위한 별도의 편의공간 및 시설(복수응답2)","보육교사를 위한 별도의 편의공간 및 시설(복수응답3)","보육교사를 위한 별도의 편의공간 및 시설(복수응답4)","보육교사를 위한 별도의 편의공간 및 시설(복수응답5)","보육교사를 위한 별도의 편의공간 및 시설(복수응답6)","보육교사를 위한 별도의 편의공간 및 시설(복수응답7)","초과근무 및 시간외 수당 지불 여부","초과근무 시 시간외 수당 지불 방식","2017년 동안 사용한 휴가 - 연월차 휴가","2017년 동안 사용한 휴가 - 기타","산전·후 휴가 이용 가능 여부","육아휴직 이용 가능 여부","임신기/육아기 단축근무 이용 가능 여부","육아기 단축근무 이용 여부","육아기 단축근무 주당 이용시간","어린이집 임용 시 복무규정 내용 안내 여부","근로계약서 작성 여부","근로계약서 작성 시 임금, 근로시간, 기타 근로조건 등 기재 여부","최저임금법 규정 적용 여부","보수교육 경험 여부(2017년)","보수교육별 교육 현황 및 횟수 - 기본교육","보수교육별 교육 현황 및 횟수 - 심화교육","보수교육별 교육 현황 및 횟수 - 영아 보육","보수교육별 교육 현황 및 횟수 - 장애아 보육","보수교육별 교육 현황 및 횟수 - 방과후 보육","보수교육별 교육 현황 및 횟수 - 2급 보육교사","보수교육별 교육 현황 및 횟수 - 1급 보육교사","보수교육별 교육 현황 및 횟수 - 원장 사전직무교육","보수교육별 교육 현황 및 횟수 - 기타1","보수교육별 교육 현황 및 횟수 - 기타2","보수교육별 교육 현황 및 횟수 - 기타3","보수교육별 교육 현황 및 횟수 - 기타1 횟수","보수교육별 교육 현황 및 횟수 - 기타2 횟수","보수교육별 교육 현황 및 횟수 - 기타3 횟수","보수교육 형태(복수응답1)","보수교육 형태(복수응답2)","보수교육 형태(복수응답3)","보수교육 형태(복수응답4)","보수교육 형태(복수응답5)","보육교사의 현재 근무하는 어린이집 근무 만족도 - 일에 대한 보람","보육교사의 현재 근무하는 어린이집 근무 만족도 - 급여 수준","보육교사의 현재 근무하는 어린이집 근무 만족도 - 근무환경(전반)","보육교사의 현재 근무하는 어린이집 근무 만족도 - 물리적 환경(공간)","보육교사의 현재 근무하는 어린이집 근무 만족도 - 인적 환경(관계)","보육교사의 현재 근무하는 어린이집 근무 만족도 - 근로시간","보육교사의 현재 근무하는 어린이집 근무 만족도 - 보육교사에 대한 사회적 인식","보육교사의 현재 어린이집 근무 어려움 - 담당 영유아와의 상호작용","보육교사의 현재 어린이집 근무 어려움 - 담당 영유아 부모와의 관계","보육교사의 현재 어린이집 근무 어려움 - 보육프로그램 운영","보육교사의 현재 어린이집 근무 어려움 - 행정/사무 등의 업무 처리","보육교사의 현재 어린이집 근무 어려움 - 보육교직원과의 관계","보육교사의 현재 어린이집 근무 어려움 - 원장과의 관계","보육교사의 현재 어린이집 근무 어려움 - 개인적 문제","보육교사의 근무에 대한 의견 - 보육프로그램 변화 대응","보육교사의 근무에 대한 의견 - 다양한 연령 영유아 보육","보육교사의 근무에 대한 의견 - 보호자 신뢰","보육교사의 근무에 대한 의견 - 적절한 놀이지도 및 도움 제공","보육교사의 근무에 대한 의견 - 보육환경 준비","보육교사의 스트레스 - 높은 직무 스트레스","보육교사의 스트레스 - 높은 업무 피로도","보육교사의 스트레스 - 우울함","보육교사의 스트레스 - 정신적 스트레스","보육교사의 스트레스 - 신체적 피로","보육교사의 스트레스 - 분노조절 어려움","교사 지원 관련 의견 - 전문성 신장을 위한 지원","교사 지원 관련 의견 - 조언과 지원","교사 지원 관련 의견 - 대체교사 및 보조교사 배치","사직 또는 다른 어린이집으로의 이직 계획","사직 또는 이직을 고려하거나 계획하는 시기","사직 또는 이직 이유","이직을 원하는 어린이집 유형","보육정책 만족도 - 어린이집 평가인증제도","보육정책 만족도 - 보육통합정보시스템","보육정책 만족도 - 아이행복 카드제","보육정책 만족도 - 3-5세 누리과정","보육정책 만족도 - 0-5세 보육료 전계층 지원","보육정책 만족도 - 어린이집 미이용 아동 양육수당 지원","보육정책 만족도 - 시간제보육 사업","보육정책 만족도 - 정보공시제","보육정책 만족도 - 맞춤형보육제도","보육정책 만족도 - 입소대기 관리 시스템","보육정책 만족도 - 어린이집 CCTV 설치 의무화","보육정책 만족도 - 보육교사 휴게시간 보장","보육정책 만족도 - 어린이집 보조교사 배치 확대","보육정책 만족도 - 대체교사 지원","보육정책 만족도 - 긴급보육바우처 사용","누리과정 운영에 도움이 된 사항","누리과정 운영 역량을 높이기 위해 필요한 지원","보육교사 성별","보육교사 연령","보육교사 결혼상태","보육교사 자녀 현황","보육교사 미취학자녀 여부","보육교사 미취학자녀 보육 형태","보육교사 최종학력","보육교사 최종학력 전공","보육교사 자격증(복수응답1)","보육교사 자격증(복수응답2)","보육교사 자격증(복수응답3)","보육교사 자격증(복수응답4)","보육교사 자격증(복수응답5)","보육교사 자격증(복수응답6)","보육교사 자격증(복수응답7)","보육교사 자격증(복수응답8)","보육교사 자격증(복수응답9)","보육교사 자격증(복수응답10)","보육교사 자격증(복수응답11)","보육교사 자격증(복수응답12)","보육교사 자격증(복수응답13)","보육교사 자격증(복수응답14)","보육교사 자격증(복수응답15)","보육교사 최초 자격취득 기관","보육교사 최초 취득한 자격 유형","보육교사 학점은행제 수강 방법","보육교사 최초 자격 취득 시 학력","보육교사 최초 자격 취득 시 전공","다른 어린이집 근무 경험","급여 책정 시 기존 어린이집 경력 반영 여부","이전 근무 어린이집 유형","경력에 따른 급여상승 여부","보육교사 총 어린이집 근무 경력 - 년","보육교사 총 어린이집 근무 경력 - 개월","보육교사 현 어린이집 근무 경력 - 년","보육교사 현 어린이집 근무 경력 - 개월","보육교사 기타 보육관련 근무 경력 - 년","보육교사 기타 보육관련 근무 경력 - 개월","보육교사 유치원 근무 경력 - 년","보육교사 유치원 근무 경력 - 개월","호봉기준 급여 수급 여부","보육교사의 호봉","월 급여 내역 수급 여부","보육교사의 임금 월 지급액 - 기본급","보육교사의 어린이집 수당 월 지급액 - 시간외 수당","보육교사의 어린이집 수당 월 지급액 - 기타1","보육교사의 어린이집 수당 월 지급액 - 기타2","보육교사의 어린이집 수당 월 지급액 - 기타3","보육교사의 정부 수당 월 지급액 - 누리과정","보육교사의 정부 수당 월 지급액 - 근무환경","보육교사의 정부 수당 월 지급액 - 농어촌","보육교사의 지자체 수당 월 지급액 - 시도 처우","보육교사의 지자체 수당 월 지급액 - 시군구 처우","보육교사의 지자체 수당 월 지급액 - 기타1","보육교사의 지자체 수당 월 지급액 - 기타2","보육교사 임금 총액","보육교사의 어린이집 수당 월 지급액 - 기타1(내용)","보육교사의 어린이집 수당 월 지급액 - 기타2(내용)","보육교사의 어린이집 수당 월 지급액 - 기타3(내용)","보육교사의 지자체 수당 월 지급액 - 기타1(내용)","보육교사의 지자체 수당 월 지급액 - 기타2(내용)","보육교사의 비정기적 어린이집 수당1 -  수령 내역","보육교사의 비정기적 어린이집 수당2 -  수령 내역","보육교사의 비정기적 어린이집 수당3 -  수령 내역","보육교사의 비정기적 어린이집 수당1 -  수령 횟수","보육교사의 비정기적 어린이집 수당2 -  수령 횟수","보육교사의 비정기적 어린이집 수당3 -  수령 횟수","보육교사의 비정기적 어린이집 수당1 -  1회 평균 수령액","보육교사의 비정기적 어린이집 수당2 -  1회 평균 수령액","보육교사의 비정기적 어린이집 수당3 -  1회 평균 수령액","보육교사의 비정기적 지자체 수당1 -  수령 내역","보육교사의 비정기적 지자체 수당2 -  수령 내역","보육교사의 비정기적 지자체 수당3 -  수령 내역","보육교사의 비정기적 지자체 수당1 -  수령 횟수","보육교사의 비정기적 지자체 수당2 -  수령 횟수","보육교사의 비정기적 지자체 수당3 -  수령 횟수","보육교사의 비정기적 지자체 수당1 -  1회 평균 수령액","보육교사의 비정기적 지자체 수당2 -  1회 평균 수령액","보육교사의 비정기적 지자체 수당3 -  1회 평균 수령액","보육교사 조사 가중치","기관유형별","지역크기(소재지)","정원규모별","담당반","휴게시간 1 평균시간","휴게시간 2 평균시간","휴게시간 3 평균시간","휴게시간 분할사용 비율","0세","1세","2세","0~1세 혼합반","1~2세 혼합반","3세","2~3세 혼합반","4세","5세","3~5세 혼합반","장애아반","누리장애아반","시간제보육","시간연장 아침보육","시간연장 야간보육","기타"
K00127,1,1,3,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,480,420,60,60,30,30,540,13,13.5,,,,,1,,,,120,2821,2,2,2,,,,,,,1,4,5,,,,,3,,2,2,1,1,3,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,3,4,4,4,3,3,2,3,2,2,3,3,3,5,,,,1,3,3,2,2,3,3,3,3,2,2,2,1,1,2,,,1,1,1,1,2,,3,4,4,11,,,,,,,,,,,,,,2,2,,2,4,1,1,4,1,7,6,4,7,0,0,0,0,1,8,1,2110000,2,1,2,2,2,1,2,1,2,2,2,2645000,16,,,,,5,12,9,2,2,1,200000,200000,300000,98,,,,,,,,,0.6470443755906837,1,1,3,1,30,,,1,,,14,,,,,,,,,,,,,
K00128,3,1,4,1,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,540,390,150,60,0,60,600,15.5,16.5,,,,,1,,,,60,3062,2,2,2,,,,,,,1,3,4,5,,,,3,,15,0,1,1,3,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,2,3,2,2,2,2,2,1,1,4,4,3,4,3,3,2,1,1,1,4,4,4,5,,,,1,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,4,1,4,2,2,2,,3,1,4,,,,,,,,,,,,,,,1,1,,2,1,1,1,4,2,10,0,5,0,0,0,0,0,2,,1,1900000,2,2,2,2,1,2,2,2,2,2,2,2470000,,,,,,99,,,,,,,,,99,,,,,,,,,0.2589949061883674,3,1,4,2,60,,,1,,,,,,,,,16,,,,,,,
K00129,1,1,3,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,570,420,150,0,0,0,570,,,,,,,5,,,,180,3031,2,2,2,,,,,,,1,4,5,,,,,2,,10,0,3,3,2,,,1,1,3,1,1,2,2,1,2,2,2,2,2,99,,,,,,3,,,,2,3,3,3,3,3,2,2,2,3,2,2,2,3,2,3,2,3,3,3,2,2,2,2,3,2,2,2,3,4,3,5,1,2,3,3,3,3,3,3,3,3,2,1,2,4,2,2,,,1,3,1,3,1,1,3,2,2,4,8,,,,,,,,,,,,,2,3,,2,2,1,1,1,1,11,4,2,4,0,0,0,0,1,12,1,,2,1,1,2,2,1,2,2,1,2,2,,31,36,,,,5,12,,2,2,,200000,200000,,99,,,,,,,,,0.6470443755906837,1,1,3,1,,,,0,,,14,,,,,,,,,,,,,
K00130,4,1,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,0,0,0,480,,,,,,,1,,,,0,2403.5,2,2,2,,,,,,,1,4,5,,,,,3,,99,0,3,3,3,,,1,1,3,1,1,2,2,2,1,2,2,2,2,98,,,,,,3,,,,4,3,2,2,2,2,3,2,1,2,1,1,1,1,1,3,4,4,4,4,3,3,1,3,2,1,4,4,4,5,,,,1,4,4,4,4,4,2,4,4,2,1,3,3,4,2,,,1,3,2,4,1,1,1,,4,,,,,,,,,,,,,,,1,2,,1,,1,2,4,3,9,0,2,2,0,0,0,0,2,,3,,,,,,,,,,,,,,99,99,99,99,99,99,,,,,,,,,99,,,,,,,,,1.3447618762323834,4,1,3,1,,,,0,,,3,,,,,,,,,,,,,
K00131,2,1,2,1,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,480,420,60,60,0,60,540,13,14,,,,,1,,,,0,2703,1,2,2,2,1,,,,,1,2,3,4,5,6,,3,,27,0,1,1,1,2,,1,1,3,1,1,2,2,1,2,2,2,1,2,98,,,,,,1,3,,,5,3,3,3,3,3,3,3,2,2,2,3,2,1,2,2,3,3,3,3,3,2,3,2,1,1,3,4,2,1,6,5,,2,4,4,2,3,3,3,3,3,3,1,2,3,3,2,6,5,1,4,1,1,2,,5,1,4,,,,,,,,,,,,,,,5,2,2,3,1,1,2,8,3,3,7,3,7,0,0,3,0,2,,1,1573770,1,2,2,2,1,2,2,2,1,2,2,2170000,,,,,,98,,,,,,,,,111,,,2,,,50000,,,0.2016059366249863,2,1,2,2,60,,,1,,,,,,,,,,15,,,,,,
K00132,3,1,3,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,540,480,60,43,6.5,36.5,583,,,,,,,1,,,,120,3037,2,2,2,,,,,,,1,4,,,,,,1,3,12,0,3,3,3,,,1,1,3,1,1,2,2,2,2,2,2,1,2,98,,,,,,1,,,,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,4,3,3,4,4,3,3,2,2,3,1,3,3,3,5,,,,2,3,3,3,3,3,3,3,3,3,2,3,4,4,3,,,1,5,2,3,2,,5,5,4,,,,,,,,,,,,,,,7,2,,3,5,1,1,6,2,5,3,0,0,0,0,0,0,1,3,1,1771900,1,1,1,1,2,1,2,1,2,2,2,2626900,16,31,7,,,5,12,,2,1,,300000,100000,,98,,,,,,,,,0.2827361059223011,3,1,3,1,,,,,,,6,,,,,,,,,,,,,
K00133,5,1,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,480,420,60,43,6.5,36.5,523,,,,,,,1,,,,180,2797.5,2,2,2,,,,,,,1,3,4,5,,,,2,,11,1,3,3,3,,,1,1,3,1,1,1,2,1,1,2,2,2,2,98,,,,,,3,,,,4,4,3,4,4,4,3,3,2,2,2,2,1,1,3,4,4,4,4,4,1,3,1,1,3,1,3,4,4,5,,,,2,3,3,3,3,1,4,4,4,4,2,2,4,3,3,,,1,5,2,3,2,,3,8,3,4,8,,,,,,,,,,,,,2,3,,2,2,1,2,4,2,6,0,5,0,0,0,3,0,2,,3,1570000,2,1,1,1,2,1,2,2,1,2,2,2360000,5,16,12,,,99,,,,,,,,,99,,,,,,,,,1.3841014935258562,5,1,1,1,,,,,,,7,,,,,,,,,,,,,
K00134,3,1,3,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,570,480,90,60,0,60,630,13.5,14.5,,,,,1,4,,,120,3272,2,2,2,,,,,,,1,4,5,,,,,1,2,10,0,3,3,1,2,,1,1,3,1,1,1,1,2,2,2,2,2,2,98,,,,,,1,,,,5,3,2,3,3,4,3,2,1,2,1,2,2,2,2,4,3,4,4,3,2,3,1,2,3,1,2,3,2,5,,,,1,2,2,2,2,2,2,2,2,2,3,2,3,3,1,,,1,2,2,1,2,,3,4,4,,,,,,,,,,,,,,,2,2,,2,4,1,1,1,2,10,5,4,4,0,0,0,0,1,7,1,,1,2,2,2,2,1,2,2,1,1,2,,,,,13,,99,,,,,,,,,99,,,,,,,,,0.2827361059223011,3,1,3,1,60,,,1,,,14,,,,,,,,,,,,,
K00135,4,1,4,1,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,540,480,60,30,0,30,570,14,14.5,,,,,3,,,,0,2852,2,2,2,,,,,,,5,,,,,,,2,,10,0,1,1,3,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,2,2,3,2,2,2,2,2,3,4,3,3,3,3,2,1,3,3,1,3,3,3,5,,,,1,2,2,3,2,2,2,2,3,3,3,3,3,3,2,2,1,1,2,2,1,2,,5,4,3,5,,,,,,,,,,,,,,1,2,,1,,1,2,4,2,10,0,0,0,0,0,0,0,1,99,1,1681000,1,2,2,2,1,2,2,2,2,2,2,2351000,,,,,,5,,,2,,,100000,,,99,,,,,,,,,1.3293888262237508,4,1,4,2,30,,,1,,,,,,,,,20,,,,,,,
K00136,5,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,480,60,0,0,0,540,,,,,,,3,,,,0,2702.5,2,2,2,,,,,,,3,4,5,,,,,3,,5,0,1,1,1,2,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,2,3,2,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,2,2,3,3,3,5,,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,,,1,1,2,2,1,2,5,2,6,,,,,,,,,,,,,,,1,1,,3,2,1,2,4,3,2,0,1,0,0,0,0,0,2,,2,1573000,2,2,2,2,2,1,2,1,1,2,2,2063000,,,,,,99,,,,,,,,,99,,,,,,,,,1.3841014935258562,5,1,1,1,,,,0,5,,,,,,,,,,,,,,,
K00137,5,1,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,540,480,60,0,0,0,540,,,,,,,3,,,,180,2882.5,2,2,2,,,,,,,4,5,,,,,,2,,11,0,3,3,3,,,2,1,3,1,1,1,1,1,1,2,2,2,2,52,13,41,1,1,1,1,2,,,1,2,2,2,2,2,3,2,2,1,2,2,1,3,1,3,4,4,4,4,3,3,1,2,3,2,3,1,2,4,1,7,2,1,3,2,3,1,1,2,3,3,3,4,1,2,3,3,,,1,5,2,2,2,,3,10,1,4,15,,,,,,,,,,,,,1,2,,2,10,1,2,4,3,10,0,2,0,0,0,0,0,2,,1,1573700,2,2,2,2,2,1,2,1,2,2,2,2063700,,,,,,99,,,,,,,,,99,,,,,,,,,1.3841014935258562,5,1,1,1,,,,0,,,5,,,,,,,,,,,,,
K00138,5,1,1,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,480,420,60,0,0,0,480,,,,,,,3,,,,0,2402.5,2,2,2,,,,,,,1,4,5,,,,,3,,21,0,3,1,3,,,1,1,3,1,1,1,2,1,2,2,2,2,2,99,,,,,,2,,,,1,3,3,4,4,4,4,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,3,3,4,5,,,,1,3,3,1,3,2,2,3,3,1,1,2,2,3,3,,,1,4,2,2,2,,3,7,4,,,,,,,,,,,,,,,5,2,1,2,7,2,,,2,5,5,5,5,0,0,0,0,2,,2,1573770,2,2,2,2,2,2,2,1,2,1,2,2063770,,,,8,,99,,,,,,,,,99,,,,,,,,,1.3841014935258562,5,1,1,1,,,,0,,,6,,,,,,,,,,,,,
K00139,5,1,1,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,480,420,60,60,0,60,540,9,9.5,14,14.5,,,5,,,,0,2702.5,2,2,2,,,,,,,1,4,5,,,,,3,,14,0,1,1,3,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,3,2,4,4,4,3,1,3,2,1,3,1,1,1,4,4,4,3,3,3,3,1,3,2,2,4,4,4,5,,,,2,3,4,4,4,4,2,4,4,1,4,2,4,4,3,,,1,4,2,2,1,1,3,2,3,4,8,,,,,,,,,,,,,2,3,,2,2,1,2,4,3,17,0,2,6,0,0,0,0,2,,3,1580000,2,2,2,2,2,1,2,1,2,2,2,2050000,,,,,,99,,,,,,,,,99,,,,,,,,,1.3841014935258562,5,1,1,1,30,30,,2,,,7,,,,,,,,,,,,,
K00140,6,1,3,1,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,540,480,60,60,0,60,600,16,17,,,,,1,,,,60,3062,2,2,2,,,,,,,1,4,5,8,,,,1,1,15,0,1,1,3,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,3,3,2,4,3,3,5,,,,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,2,1,1,1,1,2,,5,1,3,4,,,,,,,,,,,,,,3,2,,3,1,1,1,5,1,6,8,2,8,0,0,0,0,1,10,1,1900000,2,1,2,2,1,2,2,1,2,2,2,2190000,5,,,,,99,,,,,,,,,99,,,,,,,,,0.3938522988087601,6,1,3,2,60,,,1,,,,,,,,,,15,,,,,,
K00141,1,1,4,1,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,480,420,60,43,6.5,36.5,523,,,,,,,2,,,,180,2796,2,2,2,,,,,,,1,4,5,6,,,,1,1,12,0,1,1,1,2,,1,1,3,1,1,1,2,1,2,2,2,2,2,98,,,,,,1,3,,,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,4,4,3,3,3,2,1,1,2,1,3,4,4,5,,,,2,3,3,3,2,3,3,3,3,2,3,3,4,4,3,4,3,1,4,2,4,2,,5,2,4,8,,,,,,,,,,,,,,3,3,,3,2,2,,,1,4,2,4,2,0,0,0,0,1,5,1,1865300,2,1,2,2,1,2,2,2,2,2,2,2510300,16,,,,,5,12,,2,2,,100000,100000,,98,,,,,,,,,0.6393809834673411,1,1,4,2,,,,,,,,,,,,,,9,,,,,,
K00142,1,1,3,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,420,60,60,0,60,540,13,14,,,,,3,,,,180,2881,2,2,2,,,,,,,1,3,4,5,6,,,1,1,15,0,3,1,3,,,1,1,3,1,1,2,2,2,2,2,2,1,2,98,,,,,,1,,,,1,3,3,3,2,3,3,3,2,2,2,2,3,2,3,4,3,3,4,4,3,3,3,2,3,2,4,3,3,4,2,5,1,1,3,3,3,3,3,3,3,3,1,3,1,4,4,2,,,1,1,1,1,2,,3,2,5,8,,,,,,,,,,,,,,2,2,,2,2,2,,,1,4,0,4,0,0,0,0,0,1,4,2,1809700,1,2,2,2,2,1,2,2,1,2,2,2344700,,,,,,14,68,,99,99,,100000,10000,,98,,,,,,,,,0.6470443755906837,1,1,3,1,60,,,1,,10,,,,,,,,,,,,,,
K00143,1,1,4,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,600,540,60,43,6.5,36.5,643,,,,,,,2,,,,120,3336,2,2,2,,,,,,,1,3,4,5,6,,,1,1,10,0,1,1,1,2,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,4,4,3,4,3,2,1,1,2,1,1,3,2,3,4,4,4,4,4,2,4,1,3,2,1,3,4,4,5,,,,2,3,4,4,1,1,1,4,3,2,2,1,4,4,2,,,1,5,3,3,2,,6,2,3,4,8,,,,,,,,,,,,,2,3,,2,2,1,1,8,1,15,0,3,0,3,0,5,0,1,15,1,2548600,2,1,1,1,2,1,2,1,1,2,2,3633600,17,16,12,,,99,,,,,,,,,99,,,,,,,,,0.6393809834673411,1,1,4,1,,,,,,,14,,,,,,,,,,,,,
K00144,4,1,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,30,0,30,,,,,,,,3,,,,,,2,2,2,,,,,,,3,,,,,,,2,,9,0,3,3,3,,,1,1,3,1,1,1,2,2,2,2,2,2,2,98,,,,,,2,,,,2,3,3,3,3,3,3,1,2,2,2,2,2,2,2,4,4,4,4,4,2,2,1,1,2,1,3,3,3,5,,,,1,3,3,3,1,1,2,3,3,3,2,1,2,2,2,,,1,5,2,3,2,,3,10,4,,,,,,,,,,,,,,,1,2,,2,10,1,2,4,3,8,2,3,0,0,0,0,0,2,,2,1573770,2,2,2,2,2,1,2,1,1,2,2,2063770,,,,,,5,,,2,,,150000,,,98,,,,,,,,,1.3384419141186160,4,1,2,1,,,,0,,5,,,,,,,,,,,,,,
K00145,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,420,120,60,0,60,600,12.5,13,13,13.5,,,2,,,,0,3001,2,2,2,,,,,,,1,2,4,5,6,,,1,1,15,0,1,1,3,,,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,3,3,3,2,3,2,4,1,2,3,3,4,5,,,,3,3,3,3,1,3,3,3,3,3,3,4,4,4,1,,,1,2,1,1,2,,3,10,4,,,,,,,,,,,,,,,5,2,1,2,10,1,1,1,1,6,0,2,0,0,0,0,0,1,6,1,1993500,2,2,2,2,2,1,2,2,1,2,2,2423500,,,,,,98,,,,,,,,,98,,,,,,,,,0.6322503405290435,1,1,1,1,30,30,,2,4,,,,,,,,,,,,,,,
K00146,1,1,1,1,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,450,90,0,0,0,540,,,,,,,3,,,,0,2701,2,2,2,,,,,,,1,5,,,,,,2,,8,0,3,3,3,,,1,1,3,1,1,1,2,1,2,2,2,2,2,98,,,,,,2,,,,3,3,3,4,4,3,2,2,2,2,2,1,1,1,2,2,4,4,3,4,2,3,1,2,3,1,4,4,4,5,,,,2,3,3,3,2,1,3,4,3,3,1,1,4,4,3,,,1,6,2,3,2,,1,,1,4,,,,,,,,,,,,,,1,2,,1,,1,1,4,1,7,11,2,7,0,0,0,0,1,8,1,2114400,2,2,2,2,2,1,2,1,2,2,2,2549400,,,,,,5,,,2,,,300000,,,98,,,,,,,,,0.6322503405290435,1,1,1,1,,,,0,,,,,,,,,,,,,,,,
K00147,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,480,60,0,0,0,540,,,,,,,1,,,,0,2701,1,2,2,12,1,,,,,1,4,5,,,,,1,1,3,2,1,1,1,2,,1,1,3,1,1,1,1,1,1,2,2,1,2,30,7,,1,1,,1,3,,,1,4,4,4,4,4,3,1,2,2,2,1,1,1,1,4,2,4,4,4,1,1,2,2,1,1,4,4,4,5,,,,2,4,3,4,3,4,4,4,3,4,3,1,4,3,3,,,1,1,1,1,2,,5,2,4,8,,,,,,,,,,,,,,2,2,,2,2,1,1,8,1,1,4,1,4,0,0,3,0,1,5,1,1865300,2,2,2,2,2,1,2,2,1,2,2,2300300,,,,,,5,,,2,,,100000,,,98,,,,,,,,,0.6322503405290435,1,1,1,1,,,,0,3,,,,,,,,,,,,,,,
